,tweet,existence,existence.confidence
353,"Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]",1,1.0
354,Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link],1,0.8037
355,Spring storm season starting a little late this year???  Must be global warming!,1,0.6128
356,Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link],1,0.7933
357,"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger [link]",1,1.0
358,All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers [link],1,0.6015
359,Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8172
360,Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,1,1.0
361,United States Must Lead on Climate Change •À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link],1,0.7759
362,"Green:Net: How the Internet, Computing Can Fight Climate Change [link]",1,0.7693
364,"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link]",1,1.0
365,Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link],1,0.6042
366,Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.7797
367,Reinvent Cities to Stop Climate Change [link],1,1.0
368,Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link],1,1.0
369,Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8165
370,Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8106
371,Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link],1,1.0
373,"You and Us and Me - China active, serious in tackling climate change, says vic.. [link]",1,0.8122
374,Study: SE Asia will be hit hard by climate change [link],1,0.7979999999999999
375,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
376,Obama: China Must Act Soon on Climate Change [link],1,0.6099
377,"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",1,1.0
378,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8123
379,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8221
380,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8878
381,Demand Congress take action on climate change. Pls sign the petition. [link],1,0.8305
382,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
383,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
384,Carbon Age is killing us. Climate change legislation now: [link],1,0.7971
386,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
387,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
388,Government Claims Global Warming May Cause Cancer [link],1,0.6207
389,Government Claims Global Warming May Cause Cancer [link],1,1.0
390,Protect Wildlife Habitat from Climate Change: [link],1,1.0
391,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8123
392,Plan B: California Braces for Climate Change [link],1,0.8165
393,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.6155
394,Nine scenarios for imminent apocalypse•À_only one is global warming [link],1,0.7835
395,"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",1,1.0
396,DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link],1,0.9174
397,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
398,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8043
400,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
401,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1.0
402,"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link]",1,0.5864
403,SEC warns publically held companies to advise investors of risks of #climate change. [link],1,0.5768
404,Save the Whales and They'll Save Us from Global Warming [link],1,1.0
405,"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.",1,0.6285
406,We should be leaders on climate change but it is always put on the back burner... [link],1,1.0
408,Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],1,0.8068
409,Climate change and Why Your Allergies Are Getting Worse [link],1,1.0
410,Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link],1,0.6058
411,RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,1,1.0
412,Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],1,0.8098
414,Oxfam: Climate change devastating rural Ethiopian communities. [link],1,1.0
415,Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen,1,0.6058
417,DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link],1,0.8206
418,Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link],1,1.0
419,Climate change causing change in ocean chemistry at unprecedented rate. [link],1,1.0
420,Global warming can be good for [link],1,1.0
421,Allergies Worse Than Ever? Blame Global Warming (Time.com) [link],1,0.7953
422,"RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) [link]",1,0.6008
423,For #EarthDay Global warming could affect patient symptoms [link],1,1.0
424,Just signed an #earthday petition to take action on climate change via @rockthevote: [link],1,1.0
425,Treating Climate Change as a Curable Disease [link],1,0.6413
426,"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... [link]",1,0.8037
427,See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link],1,1.0
429,Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election,1,0.7949
430,RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link],1,1.0
431,Global Climate Change Effects on the Mid-Continent (Download to view animations) [link],1,0.6272
432,"Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)",1,1.0
433,UMC Expands Climate Change Policy and Carbon Emission Reduction Goals [link],1,0.7894
434,RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link],1,0.7919
435,"Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... [link]",1,1.0
436,Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: [link],1,0.5906
437,Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: [link],1,0.6058
438,CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution [link],1,1.0
439,Report Claims Climate Change Is To Blame For Increase Of Allergies [link],1,0.8026
440,Report Claims Climate Change Is To Blame For Increase Of Allergies [link],1,0.8039
441,Tulips in mid-April in Chicago? Love the global warming. [link],1,1.0
442,"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming",1,1.0
443,"85 degrees in April eh? Hellooo global warming, nice to meet u",1,1.0
444,"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link]",1,1.0
445,U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link],1,0.8075
446,U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link],1,0.603
447,"RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports [link]",1,1.0
448,"RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. [link]",1,1.0
449,UK leads the way! RT @10cities Schumacher College: Mobilising Democracy to Tackle Climate Change [link],1,0.8159
450,EXCLUSIVE - Climate change could raise cost of U.S. allergies [link],1,1.0
452,Sen. Kerry writing in The Hill today: U.S. Must Lead on Climate Change [link],1,0.6172
453,Fight Climate Change From All Fronts: [link],1,0.8041
454,Fight Climate Change From All Fronts: [link],1,1.0
455,EXCLUSIVE - Climate change could raise cost of U.S. allergies [link],1,0.6032
456,Fight Climate Change From All Fronts: [link],1,1.0
457,Fight Climate Change From All Fronts: [link],1,1.0
458,Fight Climate Change From All Fronts: [link],1,0.8269
459,Fight Climate Change From All Fronts: [link],1,0.8235
460,"RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen",1,1.0
461,Fight Climate Change From All Fronts: [link],1,0.7904
462,Fight Climate Change From All Fronts: [link],1,0.6167
463,Filmmaker Travels The Globe To Find People Fighting Climate Change ... [link],1,0.5861
464,Filmmaker Travels The Globe To Find People Fighting Climate Change ...: Filmmaker Travels The Globe To Find People... [link],1,0.6723
465,"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link]",1,1.0
466,"Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: [link]",1,1.0
467,How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades,1,0.5889
468,Arctic Ice Loss Accelerating Global Warming: Research: TopNews New Zealand Global warming may be getting worse tha... [link],1,1.0
469,#California taking the lead on #climate change: [link],1,0.8078
470,"Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... [link]",1,1.0
471,Namibia: Govt to Get Active On Climate Change [link],1,0.7871
472,Plants effective way of tackling global warming [link],1,1.0
473,"Wait here's an idea: it's natural climate change, not human induced global warming. [link]",0,0.6206
474,Just Read: US Generals say: Climate Change Threatens America's Security [link],1,0.6007
475,Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... [link],1,1.0
477,Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  [link],1,0.6162
478,"AllGov - News - Global Warming Isn't All Bad•À_If You're an ...: In the frozen reaches of Canada, warmer temperature... [link]",1,1.0
479,"Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... [link]",1,0.6025
480,"Global warming picking up steam, Obama top science adviser says: John P. Holdren, Obama's top science adviser, dis... [link]",1,0.6104
481,"RT @TheClimateDesk: Lyme disease already costs &gt; $2.5 billion a year, and climate change could make it even pricier. [link]",1,0.8235
484,EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems [link],1,1.0
